Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1 (city),Location 1,Location 1 (state),Location 2
SOUTH CAROLINA,2014,31,,-,0,,1,,4,,6,,,-,1,,3,,17,,28,,,-,0,,1,,3,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
HAWAII,2014,31,,-,0,,1,,1,,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
UNITED STATES,2014,32,15,,23,,55,,635,,1078,,68,,54,,102,,1622,,1799,,8,,38,,67,,1044,,1226,,,,,
NEW ENGLAND,2014,32,,-,1,,6,,38,,58,,,-,1,,7,,32,,58,,,-,3,,9,,90,,123,,,,,
MID. ATLANTIC,2014,32,3,,4,,16,,80,,158,,1,,3,,9,,98,,149,,4,,5,,15,,148,,177,,,,,
E.N. CENTRAL,2014,32,,-,4,,9,,91,,185,,58,,9,,57,,369,,286,,,-,6,,35,,188,,214,,,,,
W.N. CENTRAL,2014,32,,-,1,,6,,33,,41,,1,,2,,5,,46,,64,,1,,1,,4,,24,,49,,,,,
S. ATLANTIC,2014,32,6,,5,,11,,145,,143,,4,,17,,26,,521,,529,,1,,8,,18,,233,,239,,,,,
DIST. OF COL.,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,32,,-,1,,4,,22,,34,,2,,11,,17,,325,,369,,,-,6,,13,,170,,231,,,,,
W.S. CENTRAL,2014,32,5,,3,,12,,86,,70,,2,,5,,18,,120,,179,,1,,2,,9,,52,,61,,,,,
MOUNTAIN,2014,32,,-,2,,5,,44,,145,,,-,1,,5,,27,,58,,1,,2,,6,,48,,47,,,,,
PACIFIC,2014,32,1,,3,,9,,96,,244,,,-,4,,13,,84,,107,,,-,3,,10,,91,,85,,,,,
VIRGIN ISL.,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
NEVADA,2014,32,,-,0,,2,,6,,14,,,-,0,,3,,11,,18,,,-,0,,1,,2,,7,,,POINT (-117.07183978499972 39.493242807000456),NEVADA,
WASHINGTON,2014,32,1,,0,,3,,11,,21,,,-,0,,7,,13,,10,,,-,1,,9,,46,,30,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
FLORIDA,2014,32,3,,2,,6,,58,,45,,2,,7,,14,,202,,180,,1,,2,,6,,54,,82,,,POINT (-81.92895558499964 28.93204444200046),FLORIDA,
GEORGIA,2014,32,1,,1,,3,,28,,22,,,-,2,,6,,68,,74,,,-,0,,4,,14,,34,,,POINT (-83.62757601199968 32.83968158500045),GEORGIA,
CONNECTICUT,2014,32,,-,0,,3,,14,,13,,,-,0,,2,,7,,3,,,-,0,,1,,3,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
NEW MEXICO,2014,32,,-,0,,2,,8,,15,,,-,0,,1,,,-,1,,,-,0,,2,,10,,3,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
LOUISIANA,2014,32,,-,0,,3,,5,,5,,,-,1,,6,,37,,41,,,-,0,,3,,12,,12,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
NEW YORK,2014,32,2,,1,,5,,18,,39,,,-,1,,3,,25,,27,,2,,2,,11,,59,,53,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
IOWA,2014,32,,-,0,,3,,4,,3,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469401477000474),IOWA,
DELAWARE,2014,32,,-,0,,1,,,-,2,,,-,0,,1,,4,,7,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
SOUTH DAKOTA,2014,32,,-,0,,1,,,-,2,,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
GUAM,2014,32,,-,0,,7,,,-,23,,,-,0,,7,,,-,47,,,-,0,,9,,,-,41,,,POINT (144.73149801400064 13.480998894000436),GUAM,
WEST VIRGINIA,2014,32,,-,0,,1,,5,,1,,2,,3,,8,,107,,124,,,-,1,,6,,37,,26,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
OKLAHOMA,2014,32,,-,0,,4,,12,,6,,,-,0,,5,,15,,24,,1,,0,,5,,9,,19,,,POINT (-97.52106845499969 35.472031425000466),OKLAHOMA,
MINNESOTA,2014,32,,-,0,,2,,2,,20,,,-,0,,1,,1,,15,,,-,0,,3,,1,,35,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
CALIFORNIA,2014,32,,-,3,,8,,73,,188,,,-,2,,7,,45,,71,,,-,1,,4,,34,,47,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
WYOMING,2014,32,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
NEW JERSEY,2014,32,,-,0,,6,,9,,41,,,-,0,,4,,2,,44,,,-,1,,4,,24,,69,,,POINT (-74.27368565099965 40.13057159500045),NEW JERSEY,
VERMONT,2014,32,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
INDIANA,2014,32,,-,0,,3,,12,,18,,,-,2,,7,,55,,59,,,-,2,,8,,37,,103,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
ILLINOIS,2014,32,,-,1,,5,,29,,35,,,-,1,,5,,26,,59,,,-,0,,2,,9,,25,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
OHIO,2014,32,,-,0,,4,,21,,41,,,-,4,,12,,134,,128,,,-,2,,30,,79,,17,,,POINT (-82.40425685299965 40.06021184000048),OHIO,
SOUTH CAROLINA,2014,32,,-,0,,1,,4,,7,,,-,1,,3,,17,,30,,,-,0,,1,,3,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
TEXAS,2014,32,5,,2,,8,,68,,54,,2,,2,,10,,58,,76,,,-,0,,4,,24,,15,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
COLORADO,2014,32,,-,0,,2,,7,,46,,,-,0,,2,,1,,15,,,-,0,,2,,4,,15,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
ALASKA,2014,32,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
MARYLAND,2014,32,,-,0,,3,,15,,18,,,-,1,,3,,21,,30,,,-,1,,3,,27,,34,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
NORTH DAKOTA,2014,32,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
VIRGIN ISL.,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
HAWAII,2014,32,,-,0,,2,,3,,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
MISSOURI,2014,32,,-,0,,2,,12,,2,,1,,1,,4,,26,,26,,1,,0,,2,,5,,,-,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
KENTUCKY,2014,32,,-,0,,2,,7,,17,,,-,4,,8,,93,,115,,,-,4,,9,,95,,147,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
PENNSYLVANIA,2014,32,1,,1,,4,,26,,38,,1,,1,,4,,40,,30,,1,,1,,6,,51,,46,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
WISCONSIN,2014,32,,-,0,,3,,4,,25,,57,,0,,54,,123,,5,,,-,0,,3,,5,,26,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
PUERTO RICO,2014,32,,-,0,,1,,2,,8,,,-,0,,2,,9,,30,,,N,0,,0,,,N,,N,,POINT (-66.49988980099965 18.24828934900046),PUERTO RICO,
NEW YORK CITY,2014,32,,-,1,,7,,27,,40,,,-,1,,4,,31,,48,,1,,0,,4,,14,,9,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
RHODE ISLAND,2014,32,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
UTAH,2014,32,,-,0,,2,,3,,9,,,-,0,,1,,3,,3,,,-,0,,2,,18,,4,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
IDAHO,2014,32,,-,0,,1,,3,,5,,,-,0,,2,,3,,6,,,-,0,,1,,3,,6,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
OREGON,2014,32,,-,0,,3,,8,,20,,,-,0,,3,,21,,21,,,-,0,,2,,11,,8,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
ARKANSAS,2014,32,,-,0,,1,,1,,5,,,-,0,,4,,10,,38,,,-,0,,5,,7,,15,,,POINT (-92.27448794899965 34.74865329300047),ARKANSAS,
MASSACHUSETTS,2014,32,,-,0,,3,,15,,27,,,-,1,,7,,14,,46,,,-,2,,7,,67,,116,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
MONTANA,2014,32,,-,0,,1,,5,,4,,,-,0,,1,,,-,1,,1,,0,,2,,11,,12,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
MICHIGAN,2014,32,,-,1,,4,,25,,66,,1,,1,,4,,31,,35,,,-,2,,6,,58,,43,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
ARIZONA,2014,32,,-,0,,3,,11,,52,,,-,0,,2,,9,,14,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
TENNESSEE,2014,32,,-,0,,2,,8,,11,,1,,5,,10,,146,,162,,,-,2,,4,,57,,71,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
MAINE,2014,32,,-,0,,2,,2,,3,,,-,0,,1,,7,,8,,,-,0,,2,,19,,4,,,POINT (-68.98502952999962 45.2542257390005),MAINE,
KANSAS,2014,32,,-,0,,3,,3,,4,,,-,0,,1,,5,,9,,,-,0,,3,,17,,10,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
NORTH CAROLINA,2014,32,,-,0,,2,,20,,30,,,-,1,,16,,71,,42,,,-,2,,9,,64,,42,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
NEBRASKA,2014,32,,-,0,,2,,8,,7,,,-,0,,2,,6,,4,,,-,0,,1,,1,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
NEW HAMPSHIRE,2014,32,,-,0,,1,,2,,6,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
VIRGINIA,2014,32,2,,0,,3,,15,,18,,,-,1,,5,,31,,42,,,-,1,,5,,34,,21,,,POINT (-78.45788924199968 37.542682294000485),VIRGINIA,
ALABAMA,2014,32,,-,0,,2,,5,,4,,1,,2,,5,,62,,53,,,-,0,,5,,18,,13,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
MISSISSIPPI,2014,32,,-,0,,1,,2,,2,,,-,1,,3,,24,,39,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
UNITED STATES,2014,33,12,,23,,55,,655,,1118,,70,,55,,105,,1715,,1853,,16,,36,,67,,1047,,1285,,,,,
NEW ENGLAND,2014,33,,-,1,,6,,41,,62,,,-,1,,7,,37,,58,,,-,3,,9,,100,,126,,,,,
MID. ATLANTIC,2014,33,4,,3,,16,,84,,161,,1,,3,,8,,99,,150,,4,,5,,15,,152,,190,,,,,
E.N. CENTRAL,2014,33,1,,4,,9,,94,,192,,50,,10,,59,,420,,296,,5,,6,,35,,164,,225,,,,,
W.N. CENTRAL,2014,33,1,,1,,6,,34,,43,,,-,2,,5,,45,,67,,,-,1,,4,,24,,52,,,,,
S. ATLANTIC,2014,33,3,,5,,11,,150,,148,,12,,17,,26,,538,,545,,2,,8,,17,,241,,251,,,,,
DIST. OF COL.,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,33,1,,1,,4,,24,,38,,1,,11,,17,,332,,380,,1,,6,,13,,171,,236,,,,,
W.S. CENTRAL,2014,33,,-,3,,12,,84,,75,,3,,5,,18,,126,,185,,1,,2,,9,,53,,67,,,,,
MOUNTAIN,2014,33,1,,1,,5,,45,,150,,1,,1,,5,,32,,61,,,-,2,,6,,48,,48,,,,,
PACIFIC,2014,33,1,,3,,9,,99,,249,,2,,4,,13,,86,,111,,3,,3,,10,,94,,90,,,,,
AMER. SAMOA,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,AMER. SAMOA,
C.N.M.I.,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
IDAHO,2014,33,,-,0,,1,,3,,5,,1,,0,,2,,5,,6,,,-,0,,1,,3,,6,,,POINT (-114.3637261449997 43.68263160000049),IDAHO,
NEW YORK,2014,33,2,,1,,5,,20,,39,,,-,1,,3,,25,,27,,4,,2,,11,,63,,58,,,POINT (-75.54396639699968 42.82700178100049),NEW YORK,
PUERTO RICO,2014,33,,-,0,,1,,2,,8,,,-,0,,2,,9,,31,,,N,0,,0,,,N,,N,,POINT (-66.49988980099965 18.24828934900046),PUERTO RICO,
CALIFORNIA,2014,33,,-,3,,8,,76,,192,,1,,2,,7,,46,,73,,1,,1,,4,,35,,50,,,POINT (-120.99999889499969 37.63864203100047),CALIFORNIA,
VIRGINIA,2014,33,,-,0,,3,,16,,18,,3,,1,,5,,34,,43,,,-,1,,5,,34,,24,,,POINT (-78.45788924199968 37.542682294000485),VIRGINIA,
AMER. SAMOA,2014,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,AMER. SAMOA,
MASSACHUSETTS,2014,33,,-,0,,3,,18,,30,,,-,1,,7,,18,,46,,,-,2,,7,,76,,119,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
NEBRASKA,2014,33,1,,0,,2,,9,,7,,,-,0,,2,,5,,4,,,-,0,,1,,1,,2,,,POINT (-99.36571864599966 41.641041981000456),NEBRASKA,
SOUTH CAROLINA,2014,33,,-,0,,1,,4,,8,,,-,1,,3,,17,,31,,,-,0,,1,,3,,,-,,POINT (-81.04536765699964 33.99882214300044),SOUTH CAROLINA,
MONTANA,2014,33,,-,0,,1,,5,,4,,,-,0,,1,,,-,2,,,-,0,,2,,11,,12,,,POINT (-109.42441687999968 47.06652759400049),MONTANA,
MISSISSIPPI,2014,33,,-,0,,1,,3,,3,,,-,1,,3,,24,,39,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
IOWA,2014,33,,-,0,,3,,4,,3,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469401477000474),IOWA,
OREGON,2014,33,,-,0,,2,,8,,20,,,-,0,,3,,21,,22,,,-,0,,2,,12,,9,,,POINT (-120.15502977999972 44.56745218600048),OREGON,
ILLINOIS,2014,33,,-,1,,5,,31,,36,,,-,1,,5,,27,,60,,,-,0,,2,,9,,25,,,POINT (-88.99770813999965 40.48501433000047),ILLINOIS,
NEW YORK CITY,2014,33,1,,1,,7,,28,,42,,,-,1,,4,,31,,48,,,-,0,,4,,14,,10,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
ARKANSAS,2014,33,,-,0,,1,,1,,5,,,-,0,,4,,10,,38,,,-,0,,5,,7,,20,,,POINT (-92.27448794899965 34.74865329300047),ARKANSAS,
SOUTH DAKOTA,2014,33,,-,0,,1,,,-,2,,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313049600046),SOUTH DAKOTA,
MISSOURI,2014,33,,-,0,,2,,12,,2,,,-,1,,4,,26,,29,,,-,0,,2,,5,,,-,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
GUAM,2014,33,,-,0,,4,,,-,23,,,-,0,,7,,,-,53,,,-,0,,9,,,-,41,,,POINT (144.73149801400064 13.480998894000436),GUAM,
UTAH,2014,33,,-,0,,2,,3,,9,,,-,0,,1,,3,,3,,,-,0,,2,,18,,5,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
RHODE ISLAND,2014,33,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.708284362000484),RHODE ISLAND,
TEXAS,2014,33,,-,2,,8,,66,,58,,3,,2,,10,,61,,79,,1,,0,,4,,25,,15,,,POINT (-99.4267664729997 31.827240712000446),TEXAS,
WASHINGTON,2014,33,1,,0,,3,,11,,22,,1,,0,,7,,14,,11,,2,,1,,9,,47,,31,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
WISCONSIN,2014,33,,-,0,,3,,4,,26,,46,,0,,57,,169,,5,,,-,0,,3,,5,,27,,,POINT (-89.81636715299965 44.393191877000504),WISCONSIN,
NORTH CAROLINA,2014,33,,-,0,,2,,20,,32,,1,,1,,16,,72,,43,,,-,1,,9,,64,,43,,,POINT (-79.15924924699965 35.46622096200048),NORTH CAROLINA,
HAWAII,2014,33,,-,0,,2,,3,,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.304853205000427),HAWAII,
LOUISIANA,2014,33,,-,0,,3,,5,,6,,,-,1,,6,,40,,43,,,-,0,,3,,12,,12,,,POINT (-92.44567554599968 31.312664106000454),LOUISIANA,
ALABAMA,2014,33,1,,0,,2,,6,,6,,1,,2,,5,,67,,55,,,-,0,,5,,18,,13,,,POINT (-86.63185803899967 32.84057034900047),ALABAMA,
VERMONT,2014,33,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,,POINT (-72.51763944499965 43.62538000100045),VERMONT,
MARYLAND,2014,33,,-,0,,3,,16,,19,,1,,1,,3,,22,,31,,1,,1,,3,,28,,35,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
DELAWARE,2014,33,,-,0,,1,,,-,2,,,-,0,,1,,4,,7,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883059000046),DELAWARE,
NEW HAMPSHIRE,2014,33,,-,0,,1,,2,,6,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.65595081000049),NEW HAMPSHIRE,
OHIO,2014,33,,-,0,,4,,21,,45,,4,,4,,12,,138,,134,,2,,2,,30,,61,,19,,,POINT (-82.40425685299965 40.06021184000048),OHIO,
TENNESSEE,2014,33,,-,0,,2,,8,,12,,,-,5,,10,,148,,165,,1,,2,,4,,58,,72,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
MAINE,2014,33,,-,0,,2,,2,,3,,,-,0,,1,,8,,8,,,-,0,,2,,20,,4,,,POINT (-68.98502952999962 45.2542257390005),MAINE,
MICHIGAN,2014,33,1,,1,,4,,26,,67,,,-,1,,4,,30,,36,,3,,1,,5,,50,,47,,,POINT (-84.71438724399968 44.66132176400049),MICHIGAN,
NEW MEXICO,2014,33,,-,0,,2,,8,,16,,,-,0,,1,,,-,1,,,-,0,,2,,10,,3,,,POINT (-106.24057768899968 34.520884020000494),NEW MEXICO,
MINNESOTA,2014,33,,-,0,,2,,2,,21,,,-,0,,1,,1,,15,,,-,0,,3,,1,,36,,,POINT (-94.79419697699967 46.35564575300049),MINNESOTA,
INDIANA,2014,33,,-,0,,3,,12,,18,,,-,2,,7,,56,,61,,,-,2,,8,,39,,107,,,POINT (-86.14995579899966 39.76691072200049),INDIANA,
GEORGIA,2014,33,,-,1,,3,,28,,22,,2,,2,,6,,72,,76,,,-,0,,4,,16,,35,,,POINT (-83.62757601199968 32.83968158500045),GEORGIA,
OKLAHOMA,2014,33,,-,0,,4,,12,,6,,,-,0,,5,,15,,25,,,-,0,,5,,9,,20,,,POINT (-97.52106845499969 35.472031425000466),OKLAHOMA,
NEW JERSEY,2014,33,,-,0,,6,,9,,41,,,-,0,,4,,2,,44,,,-,1,,4,,24,,70,,,POINT (-74.27368565099965 40.13057159500045),NEW JERSEY,
ALASKA,2014,33,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),ALASKA,
WYOMING,2014,33,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.235543013000495),WYOMING,
FLORIDA,2014,33,3,,2,,6,,61,,46,,5,,7,,14,,208,,188,,1,,2,,6,,56,,87,,,POINT (-81.92895558499964 28.93204444200046),FLORIDA,
NEVADA,2014,33,,-,0,,2,,6,,14,,,-,0,,3,,14,,18,,,-,0,,1,,2,,7,,,POINT (-117.07183978499972 39.493242807000456),NEVADA,
DIST. OF COL.,2014,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
PENNSYLVANIA,2014,33,1,,1,,4,,27,,39,,1,,1,,4,,41,,31,,,-,1,,6,,51,,52,,,POINT (-77.86069775999965 40.79373260300048),PENNSYLVANIA,
NORTH DAKOTA,2014,33,,-,0,,2,,4,,4,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,POINT (-100.11842599699969 47.47531892900048),NORTH DAKOTA,
WEST VIRGINIA,2014,33,,-,0,,1,,5,,1,,,-,3,,8,,109,,126,,,-,1,,6,,40,,27,,,POINT (-80.71263935099967 38.66551303900047),WEST VIRGINIA,
ARIZONA,2014,33,,-,0,,3,,11,,55,,,-,0,,2,,9,,14,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865970167000455),ARIZONA,
CONNECTICUT,2014,33,,-,0,,3,,14,,14,,,-,0,,2,,7,,3,,,-,0,,1,,3,,,-,,POINT (-72.64983753699966 41.56266101800048),CONNECTICUT,
KENTUCKY,2014,33,,-,0,,2,,7,,17,,,-,4,,8,,93,,121,,,-,3,,8,,95,,151,,,POINT (-84.77496612599964 37.645970985000474),KENTUCKY,
KANSAS,2014,33,,-,0,,3,,3,,4,,,-,0,,1,,5,,9,,,-,0,,3,,17,,12,,,POINT (-98.20077655499966 38.3477418760005),KANSAS,
COLORADO,2014,33,1,,0,,2,,8,,47,,,-,0,,2,,1,,17,,,-,0,,2,,4,,15,,,POINT (-106.13360888799969 38.84384201300048),COLORADO,
UNITED STATES,2014,34,11,,23,,55,,684,,1158,,16,,55,,108,,1760,,1907,,16,,36,,67,,1071,,1321,,,,,
NEW ENGLAND,2014,34,,-,1,,6,,45,,63,,,-,1,,7,,38,,59,,,-,3,,9,,104,,134,,,,,
MID. ATLANTIC,2014,34,5,,4,,16,,90,,167,,2,,3,,8,,100,,153,,2,,5,,15,,153,,198,,,,,
E.N. CENTRAL,2014,34,1,,4,,9,,100,,199,,3,,10,,59,,436,,303,,1,,6,,35,,165,,230,,,,,
W.N. CENTRAL,2014,34,,-,1,,6,,37,,45,,,-,2,,5,,46,,69,,,-,1,,4,,24,,53,,,,,
S. ATLANTIC,2014,34,1,,5,,11,,151,,155,,7,,17,,26,,547,,561,,6,,7,,17,,247,,255,,,,,
DIST. OF COL.,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,DIST. OF COL.,
E.S. CENTRAL,2014,34,,-,1,,4,,26,,40,,2,,11,,17,,338,,391,,2,,6,,13,,174,,240,,,,,
W.S. CENTRAL,2014,34,4,,3,,12,,89,,79,,1,,5,,18,,131,,191,,3,,2,,9,,56,,70,,,,,
MOUNTAIN,2014,34,,-,1,,5,,45,,152,,,-,1,,5,,32,,64,,,-,2,,5,,51,,49,,,,,
PACIFIC,2014,34,,-,4,,9,,101,,258,,1,,4,,13,,92,,116,,2,,3,,10,,97,,92,,,,,
AMER. SAMOA,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,AMER. SAMOA,
C.N.M.I.,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
MISSISSIPPI,2014,34,,-,0,,1,,3,,4,,,-,1,,3,,24,,39,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.745512774000474),MISSISSIPPI,
WASHINGTON,2014,34,,-,0,,3,,11,,24,,,-,0,,7,,14,,11,,,-,1,,9,,47,,31,,,POINT (-120.47002746299972 47.5222894470005),WASHINGTON,
OHIO,2014,34,1,,0,,4,,22,,45,,2,,4,,12,,140,,136,,1,,2,,30,,63,,19,,,POINT (-82.40425685299965 40.06021184000048),OHIO,
MISSOURI,2014,34,,-,0,,2,,12,,3,,,-,1,,4,,27,,30,,,-,0,,2,,5,,1,,,POINT (-92.56629737199967 38.63579079900046),MISSOURI,
MASSACHUSETTS,2014,34,,-,0,,2,,18,,31,,,-,1,,7,,19,,47,,,-,2,,8,,79,,126,,,POINT (-72.08268985899963 42.27687014100047),MASSACHUSETTS,
TENNESSEE,2014,34,,-,0,,2,,8,,13,,2,,5,,10,,151,,170,,2,,2,,4,,61,,72,,,POINT (-85.77448642199965 35.68094014000047),TENNESSEE,
MARYLAND,2014,34,,-,0,,3,,16,,19,,2,,1,,3,,24,,31,,2,,1,,3,,29,,35,,,POINT (-76.60925970899967 39.29058224000045),MARYLAND,
UTAH,2014,34,,-,0,,2,,3,,9,,,-,0,,1,,3,,3,,,-,0,,2,,21,,5,,,POINT (-111.5871285339997 39.36070082200047),UTAH,
